ID Item;REF;DESCRPCION;Unidad
3378;963                                               ;"TUERCA HEX.SEGURIDAD RF.1"".";UND 
3379;400                                               ;"TUERCA HEX.SEGURIDAD RF.1/2"".";UND 
3380;2166                                              ;"TUERCA HEX.SEGURIDAD RF.1/4"".";UND 
3381;14414                                             ;"TUERCA HEX.SEGURIDAD RF.3/16"".";UND 
3382;1989                                              ;"TUERCA HEX.SEGURIDAD RF.3/4"".";UND 
1529;1313                                              ;"KING-PIN ROSCADO 3_1/2"" KPO433 HOLLAND.";UND 
3383;2156                                              ;"TUERCA HEX.SEGURIDAD RF.3/8"".";UND 
1544;21763                                             ;KIT REPARACION 790RK PREMIER -ENGANCHE-.;UND 
1548;18550                                             ;KIT REPARACION LEVA KIT8058 ARVIN MERITO;UND 
3384;2153                                              ;"TUERCA HEX.SEGURIDAD RF.5/16"".";UND 
1558;2184                                              ;LACA PIROXILINA VERDE FTALO No.7506.;GAL 
3385;393                                               ;"TUERCA HEX.SEGURIDAD RF.5/8"".";UND 
3387;401                                               ;"TUERCA HEX.SEGURIDAD RF.7/8"".";UND 
11547;011547                                            ;"TUERCA HEX.SEGURIDAD RF.9/16"".";UND 
3697;41/2129                                           ;LAMPARA 2FIL.REF:4-80 MULTIPARTES;UND 
3388;1010                                              ;"TUERCA HEX.SEGURIDAD RO.1"".";UND 
3389;1953                                              ;"TUERCA HEX.SEGURIDAD RO.1/2"".";UND 
3702;6820                                              ;LAMPARA BLANCA REF472 y TORNILLOS JARROY;UND 
3713;21437-002/003                                     ;"LAMPARA LED 4"" 4L187/24V MULTIPART";UND 
3716;20423/20424                                       ;"LAMPARA LED 4""x3/4""MV 35004 R/Y TRUCK LI";UND 
137;5717                                              ;"TUERCA HEX.SEGURIDAD RO.1/4"".";UND 
11751;0011751                                           ;"TUERCA HEX.SEGURIDAD RO.3/16"".";UND 
3663;20262                                             ;LAMPARA LED AMBAR 12v 35080Y TRUCK LKIT.;UND 
3715;20217/20219                                       ;LAMPARA LED CERRADA ATRAS TRUCK-LITE;UND 
3715;20217/20219                                       ;LAMPARA LED CERRADA ATRAS TRUCK-LITE;UND 
4124;20033                                             ;LAMPARA LED DIREC.DER.9489-0554 HEIL.;UND 
3724;20034                                             ;LAMPARA LED DIRECC.IZQ.9489-0555 HEIL.;UND 
3391;24                                                ;"TUERCA HEX.SEGURIDAD RO.3/4"".";UND 
3648;10384                                             ;LAMPARA ROJA 46792 GROTE -COMPLETA-;UND 
3392;1110                                              ;"TUERCA HEX.SEGURIDAD RO.3/8"".";UND 
3393;1306                                              ;"TUERCA HEX.SEGURIDAD RO.5/16"".";UND 
1667;20753                                             ;LONA LAT.GAZ-CHANA EQ-0500100.;UND 
1668;19567                                             ;LONA LAT.ROMARCO-IMECOL EQ-0101000.;UND 
1672;18813                                             ;LUZ DE PRECAUCION ABS TOLVA HEIL.;UND 
3394;395                                               ;"TUERCA HEX.SEGURIDAD RO.5/8"".";UND 
3395;2174                                              ;"TUERCA HEX.SEGURIDAD RO.7/16"".";UND 
3396;8345                                              ;"TUERCA HEX.SEGURIDAD RO.7/8"".";UND 
3169;03169                                             ;"TUERCA HEX.SEGURIDAD RO.9/16"".";UND 
3397;16815                                             ;TUERCA HEX.SEGURIDAD.6mm PASO.1.0;UND 
3400;5925                                              ;"TUERCA MARIPOSA RO.1/4"".";UND 
3404;5885                                              ;TUERCA P/BOCIN 22mm.PASO:1,5mm.-CAMPANA-;UND 
3405;1739                                              ;"TUERCA PARA PINAR GALV.RF.1/2"".";UND 
10958;010958                                            ;"TUERCA PARA PINAR GALV.RF.3/8"".";UND 
3408;406                                               ;"TUERCA PARA PINAR RF.1_1/4"".";UND 
3410;3311                                              ;"TUERCA PARA PINAR RF.3/4"".";UND 
3411;13675                                             ;"TUERCA PARA PINAR RF.GALV.3/4"".";UND 
4411;25759 - 79.9mm ØEXT. PASO-2mm.                    ;TUERCA PINAR PUNTA EJE K30(79.9mmØP-2mm);UND 
3413;22075                                             ;TUERCA PUNTA DE EJE.REF:2303(INNER NUT);UND 
3417;14345-01 REYCO / LN106 MANSONS                    ;"TUERCA SEGURID.7/8""-14"" 14345-01/LN106";UND 
3418;20766-010 - 10003 W&CH.                           ;"TUERCA SEGURIDAD 1.125""UNF GR8 10003";UND 
3421;TUERCA HEX.SEG. M10-P1.5mm - 23618-027            ;TUERCA SOPORTE C27-0101 FUWA(M10-P-1.5mm;UND 
9656;210004589-RANDON                                  ;TUERCA SUSP.NEU.FS250-M30-RANDON;UND 
3424;22258                                             ;TUERCA+CTCA+ARANDELA A-20475 W&C(KIT/EJE;UND 
8611;0008611                                           ;TWIST LOCK 83mm CJ / 100000158189 JOST.;UND 
11736;0011736                                           ;TWIST LOCK FIJO BYF0101A SHENZHEN;UND 
9632;0009632                                           ;TWIST LOCK MANUAL IBC 6601-6961-L BUFFER;UND 
3433;21923                                             ;TWIST LOCK RETRACTIL 3733-OS70 BUFFERS;UND 
11142;0011142                                           ;"UNIDAD MANT.AC4000-04 A S/FRL 1/2""NPT XH";UND 
11178;AC4000-06 A 3/4NPT XHNOTION                       ;"UNIDAD MANT.AC4000-06-A S/FRL 3/4""NPT";UND 
8847;601405 CRAMARO                                    ;UNION CADENA NP#50 601405 CRAMARO;UND 
3437;3113                                              ;"UNION LISA AC.150PSI 1_1/4""NPT.";UND 
1877;20169                                             ;"MANIJA VALV.2""-3"" 500-250-23-10 HEIL.";UND 
3438;2475                                              ;"UNION LISA AC.150PSI 2""NPT.";UND 
4390;639                                               ;"UNION LISA AC.3000PSI 1/2"" NPT -ROSCADA-";UND 
3443;00641                                             ;"UNION LISA AC.3000PSI 3/4""NPT.";UND 
14110;0014110                                           ;"UNION LISA AC.3000PSI 3/8"" NPT -ROSCADA-";UND 
3444;12999                                             ;"UNION LISA AC.300PSI 1""NPT.";UND 
3445;638                                               ;"UNION LISA AC.300PSI 1/2""NPT.";UND 
1992;19346                                             ;O-RING PISTON 19931BN BETTS.VALV.SECUENC;UND 
1993;17515                                             ;O-RING PISTON-137 TEF-SIL 4015TS BETTS.;UND 
2007;23016                                             ;O-RING TEF-O-SIL 6959 CIVACON(EV5162 5x4;UND 
3446;640                                               ;"UNION LISA AC.300PSI 1/4""NPT.";UND 
3447;1017                                              ;"UNION LISA AC.300PSI 1/8""NPT.";UND 
3450;642-(CC)                                          ;"UNION LISA AC.300PSI 3/4""NPT.";UND 
3451;643                                               ;"UNION LISA AC.300PSI 3/8""NPT.";UND 
3453;23230                                             ;"UNION LISA AC.INOX.304 300PSI 3""NPT.";UND 
11070;011070                                            ;"UNION LISA INOX.304 150PSI 1""NPT";UND 
3455;5907                                              ;"UNION LISA INOX.304 150PSI 1/2""NPT 38mm";UND 
3456;5565                                              ;"UNION LISA INOX.304 150PSI 1/4""NPT.";UND 
2049;15416                                             ;PERFIL ALUM.6061-T6 ROM-027.;m   
2077;20902                                             ;PERFIL ALUM.EN L EXTRUDADO HEIL;UND 
3457;11649                                             ;"UNION LISA INOX.304 150PSI 1/8""NPT.";UND 
3458;24609                                             ;"UNION LISA INOX.304 150PSI 1_1/2""NPT";UND 
3459;12520                                             ;"UNION LISA INOX.304 150PSI 1_1/4""NPT.";UND 
2173;EH-1000900                                        ;PLACA 2-1 VALV.MAESTRA EH-1000900.;UND 
2174;EH-1001000                                        ;PLACA 3-2-1 VALV.MAESTRA EH-1001000.;UND 
3461;5869                                              ;"UNION LISA INOX.304 150PSI 3/8""NPT.";UND 
2182;EH-1001300                                        ;PLACA CARACT.#1 100x100 EH-1001300.;UND 
2183;EH-1001400                                        ;PLACA CARACT.#2 100x100 EH-1001400.;UND 
2184;EH-1001500                                        ;PLACA CARACT.#3 100x100 EH-1001500.;UND 
2185;14698-001                                         ;PLACA CARACT.(2)(1)ETANOL 120x240;UND 
2189;EH100080                                          ;PLACA CARACT.DESINF.BOLSA 33x38 EH100080;UND 
2194;14698-005                                         ;PLACA CARACT.PRES.SUSP.36x50 EH1000500.;UND 
2197;14698-007                                         ;PLACA CORRIENTE MONITOR 35x59 EH1000700.;UND 
3462;2515                                              ;"UNION LISA INOX.304 150PSI 4""NPT.";UND 
2220;14698-004                                         ;PLACA PRESION DESCARGUE EH-1000400.;UND 
2232;14698-012                                         ;PLACAS CARACT.#4 100x100 EH-1001900.;UND 
13987;0013987                                           ;"UNION LISA INOX.304 3000PSI 1""NPT";UND 
2253;22713                                             ;"POLEA ALUM.10""x1C TIPO B.";UND 
2258;23280                                             ;POLEA ALUM.393mmDE.3-CANAL TIPO B.;UND 
2261;24556                                             ;"POLEA ALUM.6.5""-1CANAL TIPO A EJE-7/8"".";UND 
13990;0013990                                           ;"UNION LISA INOX.304 3000PSI 1/2""NPT";UND 
2273;14849                                             ;"POSTE SUPERIOR.4""x4.16""x82.28"" HACKNEY.";UND 
13988;0013988                                           ;"UNION LISA INOX.304 3000PSI 2""NPT";UND 
13724;013724                                            ;"UNION LISA INOX.304 300PSI 1/4""NPT.";UND 
3464;648                                               ;"UNION ROSCADA AC.GALV.2""NPT.";UND 
3465;649                                               ;"UNION ROSCADA AC.GALV.3""NPT.";UND 
4320;644                                               ;"UNION ROSCADA EN AC. GALV. 1 1/2"" NPT.";UND 
3466;21032-001                                         ;UNION ROTATORIA SIN TAPON EJE S-28622 HE;UND 
4435;25812                                             ;"VALV.  FONDO 4"" EV-46922-ALTS BETTS.";UND 
13827;0013827                                           ;VALV. LLAVE DE PASO CB20010;UND 
3472;1709                                              ;VALV. PARA LLANTA SELLOMATICA TR-573.;UND 
8752;0008752                                           ;VALV.1-SOLO SWITCH 104012 M/H PIVOTAL ED;UND 
11141;0011141                                           ;"VALV.3P 5V 1/2""NPT 4H430C-15 XHNOTION";UND 
11204;0011204                                           ;"VALV.5V-3P 1/2""NPT 4H430C-15 -MANDO-";UND 
3556;18065-VALV.MANDO BOMBA HIDRONEUM.0601216 ADAICO   ;"VALV.5V-3P 1/8""NPT 4H230C-06 MANDO BOMBA";UND 
3477;25003                                             ;"VALV.6""AL/DI/SPL BLND BLK/HD10P BTI.";UND 
14446;0014446                                           ;"VALV.BOLA MED.VUEL. 1_1/4""NPT  BR-CR.";UND 
3490;7251                                              ;"VALV.BOLA MED.VUELT.INOX.1""NPT 150PSI.";UND 
3496;11475                                             ;"VALV.BOLA MED.VUELT.INOX.304 4""NPT.";UND 
3484;13066                                             ;"VALV.BOLA MED.VUELTA 1""NPT BR-CR.";UND 
3486;15584                                             ;"VALV.BOLA MED.VUELTA 1_1/2""NPT BR-CR.";UND 
3487;|2452                                             ;"VALV.BOLA MED.VUELTA 2""NPT BR-CR.";UND 
2602;19426                                             ;RESORTE INTERIOR EQ-0100300 TENSOR LONA.;UND 
3488;832                                               ;"VALV.BOLA MED.VUELTA 3/4"" NPT BR-CR.";UND 
2633;16200                                             ;RIEL DESLIZANTE 3608 ALUM.10' KINEDYNE.;UND 
3482;7835                                              ;"VALV.BOLA MED.VUELTA 4""NPT 150PSI BR-CR.";UND 
2676;19344                                             ;SELLO EJE 75462SLTF BETTS.VALV.SECUENCIA;UND 
3498;1385                                              ;"VALV.BOTON 1/4""NPT-5V/2P 4R210-08 XHNOTI";UND 
2687;22983                                             ;SENSOR CAMION 010-9008-003 AIR-WEIGH.;UND 
5410;05410                                             ;SENSOR SOBRELLENADO CJ INDUSTRY GROUP;UND 
5409;05409                                             ;SENSOR SOBRELLENADO+HOLDER CJ INDUSTRY;UND 
3499;15407                                             ;"VALV.CHEQUE 1 VIA 10200 1/2"" SEALCO.";UND 
3500;936                                               ;VALV.CHEQUE 2 VIAS 278614 BENDIX;UND 
